Frame,Tiempo (Segundos),Objeto,Confianza (%),Nivel de Riesgo
587,19.57,Vehiculo,94.5,MEDIO
588,19.6,Vehiculo,94.6,MEDIO
589,19.63,Vehiculo,94.6,MEDIO
590,19.67,Vehiculo,94.7,MEDIO
591,19.7,Vehiculo,94.5,MEDIO
592,19.73,Vehiculo,94.5,MEDIO
593,19.77,Vehiculo,94.4,MEDIO
594,19.8,Vehiculo,94.5,MEDIO
595,19.83,Vehiculo,94.5,MEDIO
596,19.87,Vehiculo,94.5,MEDIO
597,19.9,Vehiculo,94.5,MEDIO
598,19.93,Vehiculo,94.6,MEDIO
599,19.97,Vehiculo,94.6,MEDIO
600,20.0,Vehiculo,94.5,MEDIO
601,20.03,Vehiculo,94.5,MEDIO
602,20.07,Vehiculo,94.5,MEDIO
603,20.1,Vehiculo,94.3,MEDIO
